Source,Target,Type,Id,Label,timeset,Weight,attack
T1085,T1503,Undirected,3472,,,1,46
T1218,T1503,Undirected,3474,,,1,46
T1503,T1105,Undirected,3475,,,1,46
T1081,T1105,Undirected,3476,,,1,46
T1486,T1105,Undirected,3477,,,1,46
Deep,T1086,Undirected,3478,,,1,47
Deep,T1117,Undirected,3479,,,1,47
Deep,T1064,Undirected,3480,,,1,47
Deep,T1047,Undirected,3481,,,1,47
T1086,T1015,Undirected,3482,,,1,47
T1047,T1100,Undirected,3485,,,1,47
T1143,T1015,Undirected,3486,,,1,47
T1066,T1100,Undirected,3487,,,1,47
T1117,T1015,Undirected,3488,,,1,47
T1143,T1057,Undirected,3490,,,1,47
T1066,T1018,Undirected,3491,,,1,47
T1117,T1057,Undirected,3492,,,1,47
T1064,T1018,Undirected,3493,,,1,47
T1057,T1077,Undirected,3494,,,1,47
Gamaredon,T1064,Undirected,3496,,,1,48
T1120,T1064,Undirected,3497,,,1,48
T1082,T1064,Undirected,3498,,,1,48
T1120,T1105,Undirected,3500,,,1,48
T1025,T1105,Undirected,3503,,,1,48
T1071,T1025,Undirected,3505,,,1,48
APT37,T1189,Undirected,3508,,,1,49
APT37,T1193,Undirected,3509,,,1,49
T1106,T1189,Undirected,3512,,,1,49
T1173,T1060,Undirected,3517,,,1,49
T1106,T1060,Undirected,3518,,,1,49
T1064,T1088,Undirected,3526,,,1,49
T1102,T1055,Undirected,3527,,,1,49
T1055,T1003,Undirected,3531,,,1,49
T1120,T1003,Undirected,3534,,,1,49
T1123,T1105,Undirected,3542,,,1,49
T1043,T1123,Undirected,3544,,,1,49
T1094,T1005,Undirected,3545,,,1,49
T1102,T1123,Undirected,3548,,,1,49
T1043,T1487,Undirected,3549,,,1,49
T1094,T1529,Undirected,3550,,,1,49
T1102,T1487,Undirected,3553,,,1,49
Scarlet,T1036,Undirected,3554,,,1,50
Night,T1190,Undirected,3555,,,1,51
Night,T1133,Undirected,3556,,,1,51
Night,T1192,Undirected,3557,,,1,51
Night,T1078,Undirected,3558,,,1,51
T1190,T1204,Undirected,3559,,,1,51
T1089,T1078,Undirected,3566,,,1,51
T1045,T1078,Undirected,3568,,,1,51
T1075,T1003,Undirected,3573,,,1,51
T1074,T1075,Undirected,3574,,,1,51
T1219,T1074,Undirected,3576,,,1,51
Kimsuky,T1193,Undirected,3578,,,1,52
Kimsuky,T1192,Undirected,3579,,,1,52
T1170,T1193,Undirected,3580,,,1,52
T1176,T1170,Undirected,3582,,,1,52
T1042,T1086,Undirected,3583,,,1,52
T1050,T1170,Undirected,3584,,,1,52
T1176,T1050,Undirected,3586,,,1,52
T1042,T1055,Undirected,3587,,,1,52
T1089,T1081,Undirected,3592,,,1,52
T1170,T1081,Undirected,3594,,,1,52
T1083,T1081,Undirected,3596,,,1,52
T1005,T1219,Undirected,3600,,,1,52
T1056,T1219,Undirected,3601,,,1,52
T1022,T1219,Undirected,3602,,,1,52
T1041,T1219,Undirected,3603,,,1,52
Soft,T1190,Undirected,3604,,,1,53
Soft,T1133,Undirected,3605,,,1,53
Soft,T1078,Undirected,3606,,,1,53
T1059,T1190,Undirected,3607,,,1,53
T1047,T1190,Undirected,3610,,,1,53
T1136,T1059,Undirected,3611,,,1,53
T1100,T1059,Undirected,3614,,,1,53
T1073,T1078,Undirected,3621,,,1,53
T1073,T1214,Undirected,3628,,,1,53
T1036,T1214,Undirected,3630,,,1,53
T1045,T1214,Undirected,3632,,,1,53
T1016,T1214,Undirected,3635,,,1,53
T1033,T1214,Undirected,3637,,,1,53
T1018,T1075,Undirected,3638,,,1,53
T1049,T1075,Undirected,3640,,,1,53
T1005,T1075,Undirected,3642,,,1,53
Suckfly,T1078,Undirected,3649,,,1,54
Poseidon,T1086,Undirected,3656,,,1,55
T1036,T1086,Undirected,3657,,,1,55
T1007,T1003,Undirected,3662,,,1,55
Ke3chang,T1133,Undirected,3663,,,1,56
T1064,T1133,Undirected,3665,,,1,56
T1035,T1133,Undirected,3666,,,1,56
T1133,T1050,Undirected,3670,,,1,56
T1036,T1050,Undirected,3672,,,1,56
T1083,T1056,Undirected,3677,,,1,56
T1087,T1097,Undirected,3685,,,1,56
T1083,T1077,Undirected,3686,,,1,56
T1069,T1097,Undirected,3687,,,1,56
T1018,T1097,Undirected,3689,,,1,56
T1016,T1097,Undirected,3691,,,1,56
T1049,T1077,Undirected,3692,,,1,56
T1007,T1097,Undirected,3693,,,1,56
T1213,T1097,Undirected,3694,,,1,56
T1005,T1077,Undirected,3695,,,1,56
T1114,T1097,Undirected,3696,,,1,56
T1213,T1071,Undirected,3698,,,1,56
T1022,T1071,Undirected,3703,,,1,56
APT28,T1091,Undirected,3705,,,1,57
APT28,T1193,Undirected,3706,,,1,57
APT28,T1192,Undirected,3707,,,1,57
APT28,T1199,Undirected,3708,,,1,57
APT28,T1078,Undirected,3709,,,1,57
T1059,T1091,Undirected,3710,,,1,57
T1064,T1091,Undirected,3715,,,1,57
T1059,T1067,Undirected,3717,,,1,57
T1173,T1122,Undirected,3718,,,1,57
T1203,T1158,Undirected,3719,,,1,57
T1086,T1037,Undirected,3720,,,1,57
T1085,T1137,Undirected,3721,,,1,57
T1204,T1067,Undirected,3723,,,1,57
T1067,T1134,Undirected,3724,,,1,57
T1122,T1068,Undirected,3725,,,1,57
T1158,T1078,Undirected,3726,,,1,57
T1037,T1134,Undirected,3727,,,1,57
T1137,T1068,Undirected,3728,,,1,57
T1527,T1068,Undirected,3729,,,1,57
T1122,T1078,Undirected,3730,,,1,57
T1090,T1134,Undirected,3731,,,1,57
T1140,T1068,Undirected,3732,,,1,57
T1211,T1078,Undirected,3733,,,1,57
T1107,T1134,Undirected,3734,,,1,57
T1158,T1068,Undirected,3735,,,1,57
T1070,T1134,Undirected,3737,,,1,57
T1014,T1078,Undirected,3739,,,1,57
T1085,T1134,Undirected,3740,,,1,57
T1064,T1068,Undirected,3741,,,1,57
T1221,T1078,Undirected,3742,,,1,57
T1099,T1134,Undirected,3743,,,1,57
T1134,T1003,Undirected,3745,,,1,57
T1527,T1056,Undirected,3746,,,1,57
T1122,T1040,Undirected,3747,,,1,57
T1090,T1528,Undirected,3748,,,1,57
T1211,T1056,Undirected,3750,,,1,57
T1107,T1040,Undirected,3751,,,1,57
T1158,T1528,Undirected,3752,,,1,57
T1027,T1040,Undirected,3755,,,1,57
T1014,T1528,Undirected,3756,,,1,57
T1221,T1040,Undirected,3759,,,1,57
T1099,T1528,Undirected,3760,,,1,57
T1120,T1040,Undirected,3764,,,1,57
T1057,T1528,Undirected,3765,,,1,57
T1527,T1083,Undirected,3766,,,1,57
T1210,T1040,Undirected,3767,,,1,57
T1037,T1120,Undirected,3768,,,1,57
T1075,T1057,Undirected,3769,,,1,57
T1091,T1040,Undirected,3771,,,1,57
T1119,T1527,Undirected,3772,,,1,57
T1213,T1210,Undirected,3773,,,1,57
T1005,T1037,Undirected,3774,,,1,57
T1025,T1075,Undirected,3775,,,1,57
T1114,T1091,Undirected,3777,,,1,57
T1113,T1210,Undirected,3779,,,1,57
T1213,T1092,Undirected,3781,,,1,57
T1025,T1024,Undirected,3783,,,1,57
T1074,T1001,Undirected,3784,,,1,57
T1092,T1002,Undirected,3789,,,1,57
T1024,T1002,Undirected,3791,,,1,57
T1001,T1002,Undirected,3792,,,1,57
Putter,T1060,Undirected,3795,,,1,58
APT1,T1059,Undirected,3799,,,1,59
APT1,T1064,Undirected,3800,,,1,59
T1087,T1075,Undirected,3810,,,1,59
T1007,T1076,Undirected,3815,,,1,59
T1119,T1075,Undirected,3816,,,1,59
T1114,T1075,Undirected,3818,,,1,59
T1119,T1002,Undirected,3819,,,1,59
T1005,T1002,Undirected,3820,,,1,59
T1114,T1002,Undirected,3821,,,1,59
APT32,T1189,Undirected,3822,,,1,60
APT32,T1193,Undirected,3823,,,1,60
APT32,T1192,Undirected,3824,,,1,60
APT32,T1078,Undirected,3825,,,1,60
T1170,T1192,Undirected,3828,,,1,60
T1117,T1189,Undirected,3830,,,1,60
T1216,T1189,Undirected,3834,,,1,60
T1047,T1192,Undirected,3836,,,1,60
T1059,T1158,Undirected,3837,,,1,60
T1203,T1031,Undirected,3838,,,1,60
T1086,T1137,Undirected,3840,,,1,60
T1035,T1100,Undirected,3843,,,1,60
T1216,T1158,Undirected,3844,,,1,60
T1047,T1050,Undirected,3846,,,1,60
T1031,T1050,Undirected,3848,,,1,60
T1137,T1078,Undirected,3850,,,1,60
T1009,T1068,Undirected,3855,,,1,60
T1222,T1053,Undirected,3857,,,1,60
T1158,T1100,Undirected,3859,,,1,60
T1143,T1068,Undirected,3860,,,1,60
T1070,T1050,Undirected,3861,,,1,60
T1170,T1100,Undirected,3864,,,1,60
T1096,T1068,Undirected,3865,,,1,60
T1117,T1053,Undirected,3867,,,1,60
T1216,T1100,Undirected,3869,,,1,60
T1099,T1068,Undirected,3870,,,1,60
T1222,T1003,Undirected,3874,,,1,60
T1158,T1003,Undirected,3876,,,1,60
T1170,T1003,Undirected,3881,,,1,60
T1096,T1003,Undirected,3882,,,1,60
T1216,T1003,Undirected,3886,,,1,60
T1087,T1017,Undirected,3898,,,1,60
T1083,T1075,Undirected,3899,,,1,60
T1046,T1097,Undirected,3900,,,1,60
T1012,T1105,Undirected,3901,,,1,60
T1082,T1017,Undirected,3903,,,1,60
T1016,T1075,Undirected,3904,,,1,60
T1049,T1097,Undirected,3905,,,1,60
T1043,T1017,Undirected,3907,,,1,60
T1094,T1075,Undirected,3908,,,1,60
T1105,T1097,Undirected,3909,,,1,60
T1065,T1077,Undirected,3911,,,1,60
T1094,T1022,Undirected,3913,,,1,60
T1065,T1022,Undirected,3916,,,1,60
PittyTiger,T1078,Undirected,3917,,,1,61
admin@338,T1193,Undirected,3918,,,1,62
T1203,T1036,Undirected,3923,,,1,62
T1204,T1036,Undirected,3924,,,1,62
T1087,T1036,Undirected,3925,,,1,62
T1083,T1036,Undirected,3926,,,1,62
T1069,T1036,Undirected,3927,,,1,62
T1082,T1036,Undirected,3928,,,1,62
T1016,T1036,Undirected,3929,,,1,62
T1049,T1036,Undirected,3930,,,1,62
T1007,T1036,Undirected,3931,,,1,62
Orangeworm,T1077,Undirected,3932,,,1,63
T1071,T1077,Undirected,3933,,,1,63
CopyKittens,T1086,Undirected,3934,,,1,64
CopyKittens,T1085,Undirected,3935,,,1,64
T1116,T1086,Undirected,3936,,,1,64
T1143,T1085,Undirected,3937,,,1,64
T1085,T1086,Undirected,3938,,,1,64
T1116,T1002,Undirected,3939,,,1,64
T1143,T1022,Undirected,3940,,,1,64
T1085,T1002,Undirected,3941,,,1,64
Group5,T1107,Undirected,3942,,,1,65
Group5,T1027,Undirected,3943,,,1,65
Group5,T1045,Undirected,3944,,,1,65
T1113,T1056,Undirected,3948,,,1,65
T1113,T1065,Undirected,3950,,,1,65
WIRTE,T1086,Undirected,3951,,,1,66
WIRTE,T1117,Undirected,3952,,,1,66
WIRTE,T1064,Undirected,3953,,,1,66
T1140,T1086,Undirected,3954,,,1,66
T1117,T1105,Undirected,3956,,,1,66
FIN5,T1133,Undirected,3959,,,1,67
FIN5,T1078,Undirected,3960,,,1,67
T1070,T1078,Undirected,3969,,,1,67
T1119,T1018,Undirected,3978,,,1,67
T1074,T1018,Undirected,3979,,,1,67
BRONZE,T1189,Undirected,3980,,,1,68
BRONZE,T1193,Undirected,3981,,,1,68
T1203,T1053,Undirected,3989,,,1,68
T1009,T1088,Undirected,3994,,,1,68
T1088,T1053,Undirected,3995,,,1,68
T1140,T1088,Undirected,3996,,,1,68
T1036,T1088,Undirected,3998,,,1,68
T1102,T1088,Undirected,4000,,,1,68
T1124,T1003,Undirected,4011,,,1,68
T1124,T1105,Undirected,4015,,,1,68
T1005,T1097,Undirected,4016,,,1,68
T1113,T1097,Undirected,4018,,,1,68
T1024,T1005,Undirected,4019,,,1,68
T1132,T1039,Undirected,4020,,,1,68
T1032,T1039,Undirected,4023,,,1,68
T1102,T1113,Undirected,4024,,,1,68
T1132,T1022,Undirected,4026,,,1,68
T1102,T1022,Undirected,4030,,,1,68
Thrip,T1086,Undirected,4031,,,1,69
T1219,T1086,Undirected,4032,,,1,69
T1048,T1219,Undirected,4033,,,1,69
Cleaver,T1003,Undirected,4034,,,1,70
FIN7,T1193,Undirected,4035,,,1,71
T1059,T1138,Undirected,4043,,,1,71
T1173,T1050,Undirected,4044,,,1,71
T1170,T1060,Undirected,4045,,,1,71
T1064,T1138,Undirected,4048,,,1,71
T1204,T1050,Undirected,4049,,,1,71
T1053,T1138,Undirected,4051,,,1,71
T1023,T1050,Undirected,4052,,,1,71
T1116,T1138,Undirected,4053,,,1,71
T1170,T1053,Undirected,4055,,,1,71
T1027,T1138,Undirected,4056,,,1,71
T1497,T1053,Undirected,4058,,,1,71
T1102,T1138,Undirected,4059,,,1,71
T1116,T1497,Undirected,4060,,,1,71
T1036,T1497,Undirected,4061,,,1,71
T1170,T1497,Undirected,4062,,,1,71
T1027,T1497,Undirected,4063,,,1,71
T1064,T1497,Undirected,4064,,,1,71
T1102,T1497,Undirected,4065,,,1,71
T1105,T1497,Undirected,4066,,,1,71
T1125,T1105,Undirected,4068,,,1,71
T1102,T1125,Undirected,4072,,,1,71
DarkHydrus,T1193,Undirected,4073,,,1,72
T1143,T1086,Undirected,4076,,,1,72
T1221,T1204,Undirected,4077,,,1,72
T1143,T1187,Undirected,4078,,,1,72
T1221,T1187,Undirected,4079,,,1,72
Turla,T1193,Undirected,4080,,,1,73
Turla,T1192,Undirected,4081,,,1,73
T1106,T1192,Undirected,4083,,,1,73
T1059,T1504,Undirected,4087,,,1,73
T1086,T1084,Undirected,4089,,,1,73
T1064,T1004,Undirected,4090,,,1,73
T1204,T1504,Undirected,4091,,,1,73
T1504,T1134,Undirected,4092,,,1,73
T1060,T1504,Undirected,4093,,,1,73
T1084,T1055,Undirected,4094,,,1,73
T1004,T1134,Undirected,4095,,,1,73
T1090,T1504,Undirected,4096,,,1,73
T1089,T1134,Undirected,4098,,,1,73
T1066,T1504,Undirected,4099,,,1,73
T1027,T1134,Undirected,4101,,,1,73
T1055,T1504,Undirected,4102,,,1,73
T1102,T1134,Undirected,4104,,,1,73
T1134,T1110,Undirected,4105,,,1,73
T1090,T1081,Undirected,4106,,,1,73
T1140,T1110,Undirected,4107,,,1,73
T1066,T1110,Undirected,4109,,,1,73
T1112,T1081,Undirected,4110,,,1,73
T1055,T1081,Undirected,4112,,,1,73
T1102,T1081,Undirected,4114,,,1,73
T1012,T1110,Undirected,4117,,,1,73
T1018,T1081,Undirected,4118,,,1,73
T1082,T1110,Undirected,4119,,,1,73
T1016,T1081,Undirected,4120,,,1,73
T1124,T1110,Undirected,4123,,,1,73
T1016,T1077,Undirected,4129,,,1,73
T1007,T1077,Undirected,4131,,,1,73
T1025,T1077,Undirected,4134,,,1,73
T1102,T1025,Undirected,4138,,,1,73
T1090,T1022,Undirected,4139,,,1,73
T1102,T1048,Undirected,4142,,,1,73
Patchwork,T1189,Undirected,4143,,,1,74
Patchwork,T1193,Undirected,4144,,,1,74
Patchwork,T1192,Undirected,4145,,,1,74
T1173,T1053,Undirected,4154,,,1,74
T1073,T1088,Undirected,4163,,,1,74
T1066,T1088,Undirected,4165,,,1,74
T1112,T1088,Undirected,4167,,,1,74
T1093,T1088,Undirected,4169,,,1,74
T1045,T1088,Undirected,4171,,,1,74
T1093,T1003,Undirected,4181,,,1,74
T1083,T1076,Undirected,4189,,,1,74
T1132,T1119,Undirected,4196,,,1,74
MuddyWater,T1193,Undirected,4202,,,1,75
T1175,T1193,Undirected,4205,,,1,75
T1191,T1060,Undirected,4213,,,1,75
T1175,T1060,Undirected,4215,,,1,75
T1085,T1060,Undirected,4219,,,1,75
T1191,T1088,Undirected,4224,,,1,75
T1500,T1088,Undirected,4225,,,1,75
T1090,T1088,Undirected,4226,,,1,75
T1170,T1088,Undirected,4229,,,1,75
T1191,T1503,Undirected,4234,,,1,75
T1500,T1081,Undirected,4235,,,1,75
T1140,T1503,Undirected,4237,,,1,75
T1036,T1081,Undirected,4238,,,1,75
T1027,T1503,Undirected,4240,,,1,75
T1085,T1081,Undirected,4241,,,1,75
T1057,T1503,Undirected,4244,,,1,75
T1063,T1081,Undirected,4245,,,1,75
T1016,T1503,Undirected,4247,,,1,75
T1083,T1175,Undirected,4249,,,1,75
T1063,T1175,Undirected,4251,,,1,75
T1016,T1175,Undirected,4253,,,1,75
T1175,T1113,Undirected,4255,,,1,75
T1090,T1113,Undirected,4257,,,1,75
T1104,T1113,Undirected,4258,,,1,75
SilverTerrier,T1071,Undirected,4263,,,1,76
GCMAN,T1021,Undirected,4264,,,1,77
Honeybee,T1059,Undirected,4265,,,1,78
Honeybee,T1064,Undirected,4266,,,1,78
Honeybee,T1035,Undirected,4267,,,1,78
T1182,T1059,Undirected,4268,,,1,78
T1031,T1064,Undirected,4269,,,1,78
T1088,T1031,Undirected,4271,,,1,78
T1088,T1182,Undirected,4273,,,1,78
T1116,T1088,Undirected,4274,,,1,78
T1107,T1182,Undirected,4276,,,1,78
T1055,T1182,Undirected,4279,,,1,78
T1088,T1083,Undirected,4281,,,1,78
T1107,T1083,Undirected,4284,,,1,78
T1112,T1057,Undirected,4285,,,1,78
T1027,T1082,Undirected,4286,,,1,78
T1055,T1083,Undirected,4287,,,1,78
T1064,T1057,Undirected,4288,,,1,78
T1057,T1074,Undirected,4290,,,1,78
T1020,T1071,Undirected,4294,,,1,78
APT18,T1133,Undirected,4297,,,1,79
APT18,T1078,Undirected,4298,,,1,79
T1060,T1078,Undirected,4306,,,1,79
T1078,T1083,Undirected,4312,,,1,79
Lazarus,T1189,Undirected,4317,,,1,80
Lazarus,T1193,Undirected,4318,,,1,80
T1023,T1047,Undirected,4330,,,1,80
T1098,T1134,Undirected,4331,,,1,80
T1067,T1050,Undirected,4332,,,1,80
T1158,T1055,Undirected,4333,,,1,80
T1050,T1134,Undirected,4334,,,1,80
T1223,T1050,Undirected,4337,,,1,80
T1090,T1055,Undirected,4338,,,1,80
T1055,T1050,Undirected,4343,,,1,80
T1089,T1056,Undirected,4349,,,1,80
T1158,T1110,Undirected,4351,,,1,80
T1099,T1110,Undirected,4355,,,1,80
T1010,T1098,Undirected,4356,,,1,80
T1012,T1056,Undirected,4359,,,1,80
T1124,T1056,Undirected,4363,,,1,80
T1010,T1076,Undirected,4364,,,1,80
T1024,T1056,Undirected,4377,,,1,80
T1132,T1005,Undirected,4378,,,1,80
T1008,T1074,Undirected,4379,,,1,80
T1026,T1056,Undirected,4380,,,1,80
T1032,T1056,Undirected,4383,,,1,80
T1065,T1005,Undirected,4384,,,1,80
T1024,T1048,Undirected,4387,,,1,80
T1132,T1041,Undirected,4388,,,1,80
T1026,T1022,Undirected,4390,,,1,80
T1485,T1002,Undirected,4395,,,1,80
T1488,T1022,Undirected,4396,,,1,80
T1487,T1048,Undirected,4397,,,1,80
T1496,T1041,Undirected,4398,,,1,80
T1489,T1002,Undirected,4399,,,1,80
T1529,T1022,Undirected,4400,,,1,80
PLATINUM,T1189,Undirected,4401,,,1,81
PLATINUM,T1193,Undirected,4402,,,1,81
T1179,T1204,Undirected,4405,,,1,81
T1068,T1179,Undirected,4406,,,1,81
T1055,T1179,Undirected,4407,,,1,81
T1068,T1036,Undirected,4408,,,1,81
T1055,T1036,Undirected,4410,,,1,81
T1179,T1105,Undirected,4415,,,1,81
T1095,T1056,Undirected,4420,,,1,81
APT12,T1193,Undirected,4421,,,1,82
T1203,T1102,Undirected,4424,,,1,82
T1204,T1102,Undirected,4425,,,1,82
Tropic,T1193,Undirected,4426,,,1,83
T1050,T1203,Undirected,4429,,,1,83
T1004,T1203,Undirected,4430,,,1,83
T1158,T1050,Undirected,4431,,,1,83
T1004,T1050,Undirected,4433,,,1,83
T1140,T1050,Undirected,4434,,,1,83
T1221,T1055,Undirected,4439,,,1,83
T1046,T1140,Undirected,4440,,,1,83
T1135,T1073,Undirected,4441,,,1,83
T1057,T1158,Undirected,4442,,,1,83
T1082,T1055,Undirected,4444,,,1,83
T1033,T1221,Undirected,4445,,,1,83
T1046,T1043,Undirected,4446,,,1,83
T1135,T1032,Undirected,4447,,,1,83
T1057,T1043,Undirected,4448,,,1,83
T1063,T1032,Undirected,4449,,,1,83
T1033,T1032,Undirected,4451,,,1,83
